Codigo	Stream	Aquaculture	Month	Ponto	Ae_pl 	An_sp	Ap_al	Ap_ca 	Ap_af	Ap_pi	Ap_vl	As_bo	As_fa	As_la	As_pa	Br_co 	Br_ex	Br_ih	Br_tu	Ca_ca	Ca_da	Ce_go	Ce_ih	Ch_go	Ch_ze	Co_ae	Co_re	Cr_br	Cy_mo	Ei_tr	Er_er	Fa_ha	Ga_gu	Ge_ip	Gy_in	Gy_pa	Gy_sy	Ho_mb	Ho_mi	Ho_sp	Hy_an	Hy_sp	Hy_sp2	Hy_ti	Im_mi	Im_sc	Le_fr	Lo_pl	Mo_au	Mo_bo	Mo_gr	Mo_sa	Ol_pa	Ol_pi	Or_ni	Ot_po	Pa_na	Ph_ha	Ph_te	Pi_ar	Pi_av	Pi_gr	Pi_st	Po_re	Pr_li	Py_au	Rh_qu	Ri_la	Se_no	St_br	St_in	St_ma	Sy_ma	Ta_ne 
PIO1D17	Pioneiro	Intense	Dezembro	Cabeceira	75	0	0	0	0	0	0	0	0	783	0	0	0	0	75	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	284	0	0	0	0	0	75	0	0	75	0	0	0	0	0	0	0	0	0	0	1664	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0
PIO2D17	Pioneiro	Intense	Dezembro	Meio	0	0	0	0	0	0	0	0	0	50	0	0	0	101	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	50	0	151	807	0	50	0	0	0	0	0	0	0	0	101	0	0	0	0	0	29727	151	0	0	0	0	50	0	0	0	0	0	50	0
PIO3D17	Pioneiro	Intense	Dezembro	Foz	0	0	0	0	0	0	0	0	0	303	23	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	46	0	0	0	0	23	0	23	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
PIO1M18	Pioneiro	Intense	Marco	Cabeceira	0	0	0	0	0	0	0	0	0	2201	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	67	0	0	0	0	648	0	67	202	0	0	0	0	0	0	0	0	0	0	3710	0	0	0	67	0	0	0	0	0	0	0	256	67	0	0	0	0	0	0
PIO2M18	Pioneiro	Intense	Marco	Meio	0	0	0	0	0	0	0	0	182	2845	0	0	0	0	1188	45	0	0	0	0	0	0	0	227	136	0	0	0	0	0	5879	0	0	0	0	0	45	0	2845	9167	0	16438	0	0	0	0	0	0	0	0	3161	0	0	0	45	0	183662	45	227	0	0	0	727	0	640	0	0	0	136	0
PIO3M18	Pioneiro	Intense	Marco	Foz	0	0	0	0	0	0	0	0	0	476	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	476	0	0	0	32	0	0	0	682	0	0	0	0	0	0	0	0	0	0	0
PIO1J18	Pioneiro	Intense	Junho	Cabeceira	134	0	0	0	0	0	0	0	0	1220	67	0	0	67	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	1238	67	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	4536	0	0	0	0	0	0	0	134	0	0	0	146	201	0	0	0	0	0	0
PIO2J18	Pioneiro	Intense	Junho	Meio	106	0	0	0	0	0	0	0	201	371	0	0	0	106	5489	115	0	0	106	0	0	0	0	163	0	0	0	0	0	0	3423	0	53	0	53	0	106	0	377	1492	0	3475	0	0	0	0	0	0	0	0	1362	0	0	0	0	0	48293	0	115	0	0	0	346	0	0	0	106	0	53	0
PIO3J18	Pioneiro	Intense	Junho	Foz	0	0	0	0	0	0	0	0	0	206	0	0	0	0	1794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	807	0	79	0	0	0	39	0	0	39	0	39	0	0	0	0	0	0	0	0	231	0	0	0	39	0	39	0	79	0	0	0	0	0	0	0	0	0	0	0
PIO1S18	Pioneiro	Intense	Setembro	Cabeceira	133	0	0	0	0	0	0	0	0	1144	0	0	0	67	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	67	0	0	205	0	67	0	133	133	0	0	0	0	0	0	0	0	0	0	4925	0	0	0	0	0	0	0	67	0	0	0	133	0	0	0	0	0	67	0
PIO2S18	Pioneiro	Intense	Setembro	Meio	0	0	0	0	0	55	0	0	437	17118	55	0	0	0	12533	207	0	0	10271	0	0	0	0	207	0	0	0	0	0	0	639	1012	0	55	164	0	221	0	25107	4056	0	52496	0	0	0	0	0	0	0	0	219	0	0	0	55	0	732656	0	109	0	0	0	617	109	0	0	0	0	15977	0
PIO3S18	Pioneiro	Intense	Setembro	Foz	0	0	0	0	0	0	0	0	40	208	80	0	0	0	787	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	779	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	40	0	0	0	80	0	40	0	0	0	0	0	151	80	40	0	0	0	0	0
STF1D17	Santa_Fe	Intense	Dezembro	Cabeceira	0	0	0	0	0	0	0	0	513	533	363	0	0	96	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	255	96	0	0	0	0	0	0	1332	5112	0	0	0	0	0	0	0	0	0	32	0	0	0	0	96	0	0	0	139	0	0	0	255	360	0	0	0	0	32	0
STF2D17	Santa_Fe	Intense	Dezembro	Meio	0	0	0	0	0	0	0	0	0	0	31	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	92	31	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	61	0
STF3D17	Santa_Fe	Intense	Dezembro	Foz	0	0	0	0	0	0	0	0	0	73	0	0	0	0	37	0	0	0	0	0	0	37	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	37	0	0	0	0	0	0	0	73	0
STF1M18	Santa_Fe	Intense	Marco	Cabeceira	0	0	0	0	0	0	0	0	1125	333	125	0	0	128	42	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	1488	3791	0	0	0	0	0	0	0	0	0	42	355	0	0	0	83	0	0	0	83	0	0	0	42	83	0	0	0	0	0	0
STF2M18	Santa_Fe	Intense	Marco	Meio	0	0	0	0	0	0	0	0	3590	66	132	0	0	458	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	3264	30	0	0	0	0	590	0	1632	1784	0	60	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	30	0	0	1536	0	30	0	0	0	91	0
STF3M18	Santa_Fe	Intense	Marco	Foz	0	0	0	0	0	0	0	0	33	99	0	0	0	0	125	0	0	0	0	0	0	33	0	33	0	0	0	0	0	72	33	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0
STF1J18	Santa_Fe	Intense	Junho	Cabeceira	35	0	0	0	0	0	0	0	1082	106	0	0	0	71	0	0	207	0	71	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	106	0	2665	2962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	533	0	0	0	592	35	0	0	0	0	35	0
STF2J18	Santa_Fe	Intense	Junho	Meio	0	25	0	0	0	0	0	0	482	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	49	0	25	25	0	395	25	1140	311	0	25	0	0	0	0	0	0	0	0	74	0	0	49	25	0	0	0	0	99	0	0	364	0	0	0	0	0	94	0
STF3J18	Santa_Fe	Intense	Junho	Foz	0	0	0	0	0	0	0	0	34	251	0	0	0	0	102	0	0	0	0	0	0	384	0	68	0	0	0	0	0	171	34	427	0	0	0	0	0	0	0	0	0	102	0	34	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	136	0	0	0	0	0	34	0
STF1S18	Santa_Fe	Intense	Setembro	Cabeceira	40	0	0	0	0	0	0	0	2058	234	468	0	0	726	0	0	120	0	80	0	0	0	0	0	0	0	0	0	0	0	847	0	0	0	0	0	40	0	10893	4848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	120	0	0	0	530	726	0	0	0	0	40	0
STF2S18	Santa_Fe	Intense	Setembro	Meio	30	0	0	0	0	0	0	0	1635	607	303	0	0	65	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	30	0	0	0	0	30	0	0	90	0	30	0	0	0	0	0	0	0	0	30	0	0	30	0	0	0	0	0	121	0	0	573	0	0	0	0	0	119	0
STF3S18	Santa_Fe	Intense	Setembro	Foz	0	0	0	0	0	0	0	0	0	420	0	0	0	0	191	0	0	0	0	0	0	0	0	33	0	0	0	0	0	98	130	33	0	0	0	0	65	0	0	33	0	0	0	213	0	0	0	0	0	0	71	0	0	0	0	0	65	0	0	0	98	0	33	0	98	65	0	0	33	0
TAP1D17	Tapera	No_propagule	Dezembro	Cabeceira	53	0	0	0	0	0	0	0	1955	158	53	0	308	210	1200	0	0	0	389	0	0	0	0	0	53	0	0	0	0	0	105	115	0	0	53	0	158	0	0	0	0	598	0	0	0	0	0	0	0	426	0	0	0	0	0	0	275	0	210	0	0	0	933	0	53	0	0	0	0	0
TAP2D17	Tapera	No_propagule	Dezembro	Meio	0	0	0	0	0	0	0	0	1646	310	50	0	1692	50	740	0	0	0	110	110	252	101	0	0	50	0	0	50	0	0	50	0	0	0	0	0	151	0	0	0	0	1480	0	0	0	50	0	0	0	0	0	50	0	0	0	0	1480	50	50	0	0	0	204	0	526	101	0	0	50	0
TAP3D17	Tapera	No_propagule	Dezembro	Foz	0	0	0	0	0	0	0	0	465	42	0	0	83	0	42	0	0	0	42	42	91	318	0	83	0	0	0	0	0	0	91	42	0	0	0	0	208	0	0	0	0	545	0	0	0	0	0	42	0	0	0	42	0	0	0	0	42	0	83	0	0	0	167	0	0	0	0	0	0	0
TAP1M18	Tapera	No_propagule	Marco	Cabeceira	47	0	0	0	0	142	0	0	931	451	47	0	1315	0	1767	0	0	0	47	47	103	0	0	47	47	0	0	0	0	0	575	0	145	47	0	0	206	0	0	0	0	724	0	0	0	0	0	0	0	189	0	0	0	94	0	0	493	0	0	0	0	0	47	0	575	0	0	0	189	0
TAP2M18	Tapera	No_propagule	Marco	Meio	0	0	52	0	52	207	0	0	3137	418	52	0	1665	103	1179	0	52	0	540	103	414	103	0	103	0	0	0	0	0	0	0	0	0	0	0	0	728	0	0	0	0	4336	0	0	0	0	52	103	0	0	0	0	52	834	103	0	382	0	0	0	0	52	0	0	52	0	0	0	52	52
TAP3M18	Tapera	No_propagule	Marco	Foz	0	0	0	0	0	0	0	0	667	217	0	0	788	43	545	0	0	0	43	174	95	43	0	130	0	0	0	95	0	0	165	0	0	0	0	0	43	0	0	0	0	1334	0	0	174	0	0	0	0	130	0	43	0	43	0	0	0	0	0	0	0	0	424	0	43	0	0	0	43	0
TAP1J18	Tapera	No_propagule	Junho	Cabeceira	40	0	0	0	0	0	0	0	4411	1240	162	0	3584	121	1206	40	40	0	121	0	202	0	0	121	0	0	0	0	0	0	337	0	121	0	0	0	748	0	0	0	0	2619	0	0	0	0	0	0	153	0	0	0	385	40	121	0	163	0	0	0	0	0	81	0	0	0	0	0	40	0
TAP2J18	Tapera	No_propagule	Junho	Meio	0	0	0	49	0	98	0	0	1038	469	0	0	1676	106	2002	49	98	0	962	285	146	0	0	49	0	0	0	0	0	0	0	0	106	0	0	0	953	0	0	0	0	12630	0	0	195	0	0	0	0	49	0	0	98	145	49	0	146	0	0	0	0	0	49	0	0	0	0	0	0	0
TAP3J18	Tapera	No_propagule	Junho	Foz	51	0	0	0	0	0	0	0	1170	202	51	0	311	0	989	0	0	0	51	51	0	101	0	192	0	0	51	0	0	0	192	101	51	0	0	0	0	0	0	0	0	2926	0	0	51	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0
TAP1S18	Tapera	No_propagule	Setembro	Cabeceira	47	0	0	0	0	0	0	0	2908	1987	0	0	1639	0	1132	0	0	0	206	0	142	0	0	103	0	0	0	0	47	0	179	0	47	0	47	0	179	0	0	0	0	617	0	0	0	0	0	0	236	0	0	0	179	0	0	0	336	0	0	0	0	0	145	0	47	47	0	0	0	0
TAP2S18	Tapera	No_propagule	Setembro	Meio	0	0	0	0	0	120	0	0	610	227	0	0	1043	60	1109	60	60	0	4924	184	570	60	0	60	0	0	0	0	0	0	130	60	60	0	0	0	1021	0	0	0	0	7475	0	0	0	0	0	0	0	0	0	0	180	261	60	0	0	0	0	0	0	0	130	0	60	0	0	0	0	60
TAP3S18	Tapera	No_propagule	Setembro	Foz	57	0	0	0	0	0	0	57	375	575	0	0	336	57	1468	0	0	0	125	115	115	57	0	479	0	0	0	172	0	0	767	125	115	0	57	0	0	0	0	0	0	2976	0	0	232	57	0	125	0	57	0	0	57	0	0	0	0	0	0	0	0	0	671	0	115	0	0	0	0	0
TAT1D17	Tatu	Intense	Dezembro	Cabeceira	0	0	0	0	0	0	0	0	0	952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1191	714	0	0	238	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81551	0	0	0	0	0	0	0	0	0	0
TAT2D17	Tatu	Intense	Dezembro	Meio	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	2344	0	0	0	0	0	0	0	0	68	0	0	68	0	0	898	0	1540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	0	0	273	0	0	0	0	0	0	0
TAT3D17	Tatu	Intense	Dezembro	Foz	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	774	0	260	0	0	0	0	0	0	774	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0
TAT1M18	Tatu	Intense	Marco	Cabeceira	0	0	0	0	0	0	0	0	0	1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	0	0	0	0	0	2507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57262	0	0	0	0	0	0	0	0	0	0
TAT2M18	Tatu	Intense	Marco	Meio	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	1401	0	0	0	0	0	0	0	0	46	0	0	138	92	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0
TAT3M18	Tatu	Intense	Marco	Foz	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	60	0	180	0	0	0	0	0	0	227	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAT1J18	Tatu	Intense	Junho	Cabeceira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70939	0	0	0	0	0	0	0	0	0	0
TAT2J18	Tatu	Intense	Junho	Meio	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	3876	0	0	0	0	0	0	0	0	251	0	0	50	50	0	109	0	50	0	0	0	0	0	0	0	0	0	0	0	100	0	0	100	0	0	0	0	0	4379	0	0	475	0	0	0	0	0	0	0
TAT3J18	Tatu	Intense	Junho	Foz	131	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	522	0	131	0	0	65	0	0	0	569	671	0	0	131	0	65	0	65	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	0	0	131	0
TAT1S18	Tatu	Intense	Setembro	Cabeceira	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20130	0	0	0	0	0	0	0	0	0	0
